ID,Household Income,Household wealth score,Household size,Rainfall for the month,Average temperature for the month,Travel time,Shortest distance,Amount spent on water in a month,Volume of water consumed in a month in liters,Volume of water consumed in lpcd,Willingness to pay
2093,100000,537.6,6,250.99,74.5,30.00,238.90,10000,9500,60,12000
2094,100000,460.8,7,250.99,74.5,30.00,244.00,10000,9500,60,12000
2095,105000,483.8,7,250.99,74.5,30.00,253.78,10000,9500,60,12000
2096,70000,376.3,6,250.99,74.5,20.00,269.03,10000,6300,40,10000
2097,105000,846.7,4,250.99,74.5,30.00,244.25,10000,9500,60,12000
2098,100000,537.6,6,250.99,74.5,30.00,228.08,10000,9500,60,12000
2099,100000,537.6,6,250.99,74.5,30.00,223.65,10000,9500,60,12000
2100,105000,483.8,7,250.99,74.5,30.00,214.40,10000,9500,60,12000
2101,100000,537.6,6,250.99,74.5,30.00,200.82,10000,9500,60,12000
2102,100000,537.6,6,250.99,74.5,30.00,188.90,10000,9500,60,12000
2103,105000,483.8,7,250.99,74.5,30.00,183.17,10000,9500,60,12000
2104,105000,483.8,7,250.99,74.5,30.00,193.02,10000,9500,60,12000
2105,105000,483.8,7,250.99,74.5,30.00,205.00,10000,9500,60,12000
2106,100000,537.6,6,250.99,74.5,30.00,219.23,10000,9500,60,12000
2107,105000,846.7,4,250.99,74.5,30.00,237.61,10000,9500,60,12000
2108,105000,677.4,5,250.99,74.5,30.00,236.78,10000,9500,60,12000
2109,70000,322.5,7,250.99,74.5,20.00,232.59,10000,6300,40,10000
2110,70000,282.2,8,250.99,74.5,20.00,218.79,10000,6300,40,10000
2111,105000,564.5,6,250.99,74.5,30.00,210.76,10000,9500,60,12000
2112,105000,564.5,6,250.99,74.5,30.00,188.94,10000,9500,60,12000
2113,100000,537.6,6,250.99,74.5,30.00,174.73,10000,9500,60,12000
2114,70000,376.3,6,250.99,74.5,20.00,161.51,10000,6300,40,10000
2115,100000,460.8,7,250.99,74.5,30.00,157.43,10000,9500,60,12000
2116,105000,483.8,7,250.99,74.5,30.00,168.13,10000,9500,60,12000
2117,105000,564.5,6,250.99,74.5,30.00,182.56,10000,9500,60,12000
2118,100000,806.4,4,250.99,74.5,30.00,190.42,10000,9500,60,12000
2119,100000,537.6,6,250.99,74.5,30.00,203.97,10000,9500,60,12000
2120,105000,564.5,6,250.99,74.5,30.00,212.85,10000,9500,60,12000
2121,105000,483.8,7,250.99,74.5,30.00,134.85,10000,9500,60,12000
2122,105000,564.5,6,250.99,74.5,30.00,136.36,10000,9500,60,12000
2123,105000,564.5,6,250.99,74.5,30.00,115.00,10000,9500,60,12000
2124,100000,460.8,7,250.99,74.5,30.00,100.80,10000,9500,60,12000
2125,105000,483.8,7,250.99,74.5,30.00,104.69,10000,9500,60,12000
2126,100000,460.8,7,250.99,74.5,30.00,77.23,10000,9500,60,12000
2127,100000,537.6,6,250.99,74.5,30.00,78.60,10000,9500,60,12000
2128,105000,846.7,4,250.99,74.5,30.00,56.60,10000,9500,60,12000
2129,105000,677.4,5,250.99,74.5,30.00,32.76,10000,9500,60,12000
2130,70000,322.5,7,250.99,74.5,20.00,23.60,10000,6300,40,10000
2131,105000,423.3,8,250.99,74.5,30.00,36.40,10000,9500,60,12000
2132,100000,537.6,6,250.99,74.5,30.00,45.04,10000,9500,60,12000
2133,105000,564.5,6,250.99,74.5,30.00,73.39,10000,9500,60,12000
2134,100000,537.6,6,250.99,74.5,30.00,60.75,10000,9500,60,12000
2135,100000,537.6,6,250.99,74.5,30.00,67.12,10000,9500,60,12000
2136,100000,460.8,7,250.99,74.5,30.00,50.77,10000,9500,60,12000
2137,70000,322.5,7,250.99,74.5,20.00,59.55,10000,6300,40,10000
2138,100000,537.6,6,250.99,74.5,30.00,45.61,10000,9500,60,12000
2139,105000,846.7,4,250.99,74.5,30.00,56.94,10000,9500,60,12000
2140,100000,537.6,6,250.99,74.5,30.00,45.19,10000,9500,60,12000
2141,100000,537.6,6,250.99,74.5,30.00,47.68,10000,9500,60,12000
2142,100000,460.8,7,250.99,74.5,30.00,57.87,10000,9500,60,12000
2143,105000,564.5,6,250.99,74.5,30.00,50.09,10000,9500,60,12000
2144,105000,564.5,6,250.99,74.5,30.00,59.30,10000,9500,60,12000
2145,105000,483.8,7,250.99,74.5,30.00,62.97,10000,9500,60,12000
2146,100000,460.8,7,250.99,74.5,30.00,73.38,10000,9500,60,12000
2147,105000,483.8,7,250.99,74.5,30.00,79.16,10000,9500,60,12000
2148,70000,376.3,6,250.99,74.5,20.00,85.62,10000,6300,40,10000
2149,105000,846.7,4,250.99,74.5,30.00,89.69,10000,9500,60,12000
2150,105000,677.4,5,250.99,74.5,30.00,98.88,10000,9500,60,12000
2151,100000,460.8,7,250.99,74.5,30.00,100.69,10000,9500,60,12000
2152,105000,423.3,8,250.99,74.5,30.00,108.00,10000,9500,60,12000
2153,70000,376.3,6,250.99,74.5,20.00,117.89,10000,6300,40,10000
2154,100000,537.6,6,250.99,74.5,30.00,124.74,10000,9500,60,12000
2155,100000,537.6,6,250.99,74.5,30.00,137.20,10000,9500,60,12000
2156,100000,537.6,6,250.99,74.5,30.00,137.06,10000,9500,60,12000
2157,100000,460.8,7,250.99,74.5,30.00,133.56,10000,9500,60,12000
2158,100000,460.8,7,250.99,74.5,30.00,130.60,10000,9500,60,12000
2159,105000,564.5,6,250.99,74.5,30.00,123.69,10000,9500,60,12000
2160,105000,846.7,4,250.99,74.5,30.00,125.32,10000,9500,60,12000
2161,105000,564.5,6,250.99,74.5,30.00,116.47,10000,9500,60,12000
2162,105000,564.5,6,250.99,74.5,30.00,112.36,10000,9500,60,12000
2163,100000,460.8,7,250.99,74.5,30.00,102.79,10000,9500,60,12000
2164,100000,537.6,6,250.99,74.5,30.00,112.58,10000,9500,60,12000
2165,105000,564.5,6,250.99,74.5,30.00,103.47,10000,9500,60,12000
2166,100000,460.8,7,250.99,74.5,30.00,99.30,10000,9500,60,12000
2167,105000,483.8,7,250.99,74.5,30.00,96.32,10000,9500,60,12000
2168,70000,322.5,7,250.99,74.5,20.00,91.81,10000,6300,40,10000
2169,105000,564.5,6,250.99,74.5,30.00,88.28,10000,9500,60,12000
2170,100000,806.4,4,250.99,74.5,30.00,78.11,10000,9500,60,12000
2171,105000,677.4,5,250.99,74.5,30.00,85.51,10000,9500,60,12000
2172,105000,483.8,7,250.99,74.5,30.00,81.30,10000,9500,60,12000
2173,100000,403.2,8,250.99,74.5,30.00,81.49,10000,9500,60,12000
2174,100000,537.6,6,250.99,74.5,30.00,74.69,10000,9500,60,12000
2175,100000,537.6,6,250.99,74.5,30.00,82.86,10000,9500,60,12000
2176,105000,564.5,6,250.99,74.5,30.00,85.48,10000,9500,60,12000
2177,100000,537.6,6,250.99,74.5,30.00,77.79,10000,9500,60,12000
2178,70000,322.5,7,250.99,74.5,20.00,81.61,10000,6300,40,10000
2179,105000,483.8,7,250.99,74.5,30.00,88.20,10000,9500,60,12000
2180,100000,537.6,6,250.99,74.5,30.00,93.41,10000,9500,60,12000
2181,105000,846.7,4,250.99,74.5,30.00,71.00,10000,9500,60,12000
2182,105000,564.5,6,250.99,74.5,30.00,67.74,10000,9500,60,12000
2183,100000,537.6,6,250.99,74.5,30.00,64.29,10000,9500,60,12000
2184,100000,460.8,7,250.99,74.5,30.00,60.03,10000,9500,60,12000
2185,105000,564.5,6,250.99,74.5,30.00,55.32,10000,9500,60,12000
2186,105000,564.5,6,250.99,74.5,30.00,53.23,10000,9500,60,12000
2187,100000,460.8,7,250.99,74.5,30.00,64.14,10000,9500,60,12000
2188,100000,460.8,7,250.99,74.5,30.00,54.82,10000,9500,60,12000
2189,70000,322.5,7,250.99,74.5,20.00,75.47,10000,6300,40,10000
2190,100000,537.6,6,250.99,74.5,30.00,69.46,10000,9500,60,12000
2191,105000,846.7,4,250.99,74.5,30.00,82.46,10000,9500,60,12000
2192,105000,677.4,5,250.99,74.5,30.00,79.31,10000,9500,60,12000
2193,105000,483.8,7,250.99,74.5,30.00,89.50,10000,9500,60,12000
2194,100000,403.2,8,250.99,74.5,30.00,97.67,10000,9500,60,12000
2195,100000,537.6,6,250.99,74.5,30.00,104.39,10000,9500,60,12000
2196,105000,564.5,6,250.99,74.5,30.00,112.45,10000,9500,60,12000
2197,100000,537.6,6,250.99,74.5,30.00,118.11,10000,9500,60,12000
2198,105000,564.5,6,250.99,74.5,30.00,106.04,10000,9500,60,12000
2199,100000,460.8,7,250.99,74.5,30.00,119.15,10000,9500,60,12000
2200,100000,460.8,7,250.99,74.5,30.00,110.11,10000,9500,60,12000
2201,100000,537.6,6,250.99,74.5,30.00,108.50,10000,9500,60,12000
2202,105000,846.7,4,250.99,74.5,30.00,103.58,10000,9500,60,12000
2203,100000,537.6,6,250.99,74.5,30.00,95.04,10000,9500,60,12000
2204,70000,376.3,6,250.99,74.5,20.00,95.80,10000,6300,40,10000
2205,100000,460.8,7,250.99,74.5,30.00,93.43,10000,9500,60,12000
2206,100000,537.6,6,250.99,74.5,30.00,79.08,10000,9500,60,12000
2207,105000,564.5,6,250.99,74.5,30.00,71.18,10000,9500,60,12000
2208,105000,483.8,7,250.99,74.5,30.00,64.03,10000,9500,60,12000
2209,100000,460.8,7,250.99,74.5,30.00,55.58,10000,9500,60,12000
2210,100000,460.8,7,250.99,74.5,30.00,52.77,10000,9500,60,12000
2211,100000,537.6,6,250.99,74.5,30.00,44.05,10000,9500,60,12000
2212,100000,806.4,4,250.99,74.5,30.00,37.66,10000,9500,60,12000
2213,100000,645.1,5,250.99,74.5,30.00,39.36,10000,9500,60,12000
2214,100000,460.8,7,250.99,74.5,30.00,37.54,10000,9500,60,12000
2215,105000,423.3,8,250.99,74.5,30.00,15.52,10000,9500,60,12000
2216,105000,564.5,6,250.99,74.5,30.00,10.77,10000,9500,60,12000
2217,105000,564.5,6,250.99,74.5,30.00,2.83,10000,9500,60,12000
2218,70000,376.3,6,250.99,74.5,20.00,13.04,10000,6300,40,10000
2219,105000,564.5,6,250.99,74.5,30.00,23.43,10000,9500,60,12000
2220,105000,483.8,7,250.99,74.5,30.00,23.54,10000,9500,60,12000
2221,105000,483.8,7,250.99,74.5,30.00,30.61,10000,9500,60,12000
2222,100000,537.6,6,250.99,74.5,30.00,39.85,10000,9500,60,12000
2223,100000,806.4,4,250.99,74.5,30.00,53.54,10000,9500,60,12000
2224,100000,537.6,6,250.99,74.5,30.00,52.15,10000,9500,60,12000
2225,100000,537.6,6,250.99,74.5,30.00,50.16,10000,9500,60,12000
2226,100000,460.8,7,250.99,74.5,30.00,51.11,10000,9500,60,12000
2227,100000,537.6,6,250.99,74.5,30.00,52.92,10000,9500,60,12000
2228,100000,537.6,6,250.99,74.5,30.00,41.23,10000,9500,60,12000
2229,100000,460.8,7,250.99,74.5,30.00,55.97,10000,9500,60,12000
2230,100000,460.8,7,250.99,74.5,30.00,44.94,10000,9500,60,12000
2231,100000,460.8,7,250.99,74.5,30.00,48.84,10000,9500,60,12000
2232,100000,358.4,9,250.99,74.5,30.00,59.03,10000,9500,60,12000
2233,100000,358.4,9,250.99,74.5,30.00,66.61,10000,9500,60,12000
2234,100000,358.4,9,250.99,74.5,30.00,64.66,10000,9500,60,12000
2235,100000,358.4,9,250.99,74.5,30.00,63.51,10000,9500,60,12000
2236,100000,358.4,9,250.99,74.5,30.00,76.55,10000,9500,60,12000
2237,100000,358.4,9,250.99,74.5,30.00,75.71,10000,9500,60,12000
2238,100000,41.8,77,250.99,74.5,30.00,79.40,10000,9500,60,12000
2239,100000,537.6,6,250.99,74.5,30.00,88.20,10000,9500,60,12000
2240,100000,537.6,6,250.99,74.5,30.00,69.00,10000,9500,60,12000
2241,100000,460.8,7,250.99,74.5,30.00,60.83,10000,9500,60,12000
2242,100000,460.8,7,250.99,74.5,30.00,57.58,10000,9500,60,12000
2243,100000,537.6,6,250.99,74.5,30.00,46.49,10000,9500,60,12000
2244,100000,806.4,4,250.99,74.5,30.00,46.14,10000,9500,60,12000
2245,100000,537.6,6,250.99,74.5,30.00,43.28,10000,9500,60,12000
2246,100000,537.6,6,250.99,74.5,30.00,42.20,10000,9500,60,12000
2247,100000,460.8,7,250.99,74.5,30.00,46.07,10000,9500,60,12000
2248,100000,537.6,6,250.99,74.5,30.00,36.25,10000,9500,60,12000
2249,100000,537.6,6,250.99,74.5,30.00,32.98,10000,9500,60,12000
2250,100000,460.8,7,250.99,74.5,30.00,40.05,10000,9500,60,12000
2251,100000,460.8,7,250.99,74.5,30.00,38.48,10000,9500,60,12000
2252,100000,460.8,7,250.99,74.5,30.00,31.78,10000,9500,60,12000
2253,100000,358.4,9,250.99,74.5,30.00,21.47,10000,9500,60,12000
2254,100000,358.4,9,250.99,74.5,30.00,15.13,10000,9500,60,12000
2255,100000,358.4,9,250.99,74.5,30.00,13.04,10000,9500,60,12000
2256,100000,358.4,9,250.99,74.5,30.00,24.52,10000,9500,60,12000
2257,100000,358.4,9,250.99,74.5,30.00,35.36,10000,9500,60,12000
2258,100000,358.4,9,250.99,74.5,30.00,47.76,10000,9500,60,12000
2259,100000,41.8,77,250.99,74.5,30.00,47.89,10000,9500,60,12000
2260,100000,537.6,6,250.99,74.5,30.00,39.70,10000,9500,60,12000
2261,100000,537.6,6,250.99,74.5,30.00,26.17,10000,9500,60,12000
2262,100000,460.8,7,250.99,74.5,30.00,17.20,10000,9500,60,12000
2263,100000,460.8,7,250.99,74.5,30.00,8.06,10000,9500,60,12000
2264,100000,537.6,6,250.99,74.5,30.00,6.40,10000,9500,60,12000
2265,100000,806.4,4,250.99,74.5,30.00,15.62,10000,9500,60,12000
2266,100000,537.6,6,250.99,74.5,30.00,22.02,10000,9500,60,12000
2267,100000,537.6,6,250.99,74.5,30.00,31.24,10000,9500,60,12000
2268,100000,460.8,7,250.99,74.5,30.00,44.65,10000,9500,60,12000
2269,100000,537.6,6,250.99,74.5,30.00,49.04,10000,9500,60,12000
2270,100000,537.6,6,250.99,74.5,30.00,53.81,10000,9500,60,12000
2271,100000,460.8,7,250.99,74.5,30.00,39.96,10000,9500,60,12000
2272,100000,460.8,7,250.99,74.5,30.00,27.86,10000,9500,60,12000
2273,100000,460.8,7,250.99,74.5,30.00,18.38,10000,9500,60,12000
2274,100000,358.4,9,250.99,74.5,30.00,23.19,10000,9500,60,12000
2275,100000,358.4,9,250.99,74.5,30.00,32.28,10000,9500,60,12000
2276,100000,358.4,9,250.99,74.5,30.00,46.49,10000,9500,60,12000
2277,100000,358.4,9,250.99,74.5,30.00,53.94,10000,9500,60,12000
2278,100000,358.4,9,250.99,74.5,30.00,45.28,10000,9500,60,12000
2279,100000,358.4,9,250.99,74.5,30.00,40.16,10000,9500,60,12000
2280,100000,41.8,77,250.99,74.5,30.00,30.41,10000,9500,60,12000
2281,100000,537.6,6,250.99,74.5,30.00,27.02,10000,9500,60,12000
2282,100000,537.6,6,250.99,74.5,30.00,25.08,10000,9500,60,12000
2283,100000,460.8,7,250.99,74.5,30.00,37.16,10000,9500,60,12000
2284,100000,460.8,7,250.99,74.5,30.00,46.65,10000,9500,60,12000
2285,100000,537.6,6,250.99,74.5,30.00,53.00,10000,9500,60,12000
2286,100000,806.4,4,250.99,74.5,30.00,59.82,10000,9500,60,12000
2287,105000,564.5,6,250.99,74.5,30.00,57.71,10000,9500,60,12000
2288,105000,564.5,6,250.99,74.5,30.00,59.46,10000,9500,60,12000
2289,105000,483.8,7,250.99,74.5,30.00,50.64,10000,9500,60,12000
2290,100000,537.6,6,250.99,74.5,30.00,43.19,10000,9500,60,12000
2291,105000,564.5,6,250.99,74.5,30.00,35.81,10000,9500,60,12000
2292,100000,460.8,7,250.99,74.5,30.00,45.22,10000,9500,60,12000
2293,100000,460.8,7,250.99,74.5,30.00,52.55,10000,9500,60,12000
2294,70000,322.5,7,250.99,74.5,20.00,58.22,10000,6300,40,10000
2295,100000,358.4,9,250.99,74.5,30.00,65.73,10000,9500,60,12000
2296,105000,376.3,9,250.99,74.5,30.00,57.14,10000,9500,60,12000
2297,100000,358.4,9,250.99,74.5,30.00,52.63,10000,9500,60,12000
2298,105000,376.3,9,250.99,74.5,30.00,52.70,10000,9500,60,12000
2299,100000,358.4,9,250.99,74.5,30.00,56.86,10000,9500,60,12000
2300,100000,358.4,9,250.99,74.5,30.00,52.20,10000,9500,60,12000
2301,105000,43.9,77,250.99,74.5,30.00,57.08,10000,9500,60,12000
2302,105000,564.5,6,250.99,74.5,30.00,58.31,10000,9500,60,12000
2303,100000,537.6,6,250.99,74.5,30.00,63.06,10000,9500,60,12000
2304,100000,460.8,7,250.99,74.5,30.00,67.36,10000,9500,60,12000
2305,105000,483.8,7,250.99,74.5,30.00,73.74,10000,9500,60,12000
2306,70000,376.3,6,250.99,74.5,20.00,77.62,10000,6300,40,10000
2307,70000,564.5,4,250.99,74.5,20.00,69.23,10000,6300,40,10000
2308,70000,376.3,6,250.99,74.5,20.00,62.00,10000,6300,40,10000
2309,70000,376.3,6,250.99,74.5,20.00,56.92,10000,6300,40,10000
2310,70000,322.5,7,250.99,74.5,20.00,51.04,10000,6300,40,10000
2311,70000,376.3,6,250.99,74.5,20.00,56.73,10000,6300,40,10000
2312,70000,376.3,6,250.99,74.5,20.00,63.69,10000,6300,40,10000
2313,70000,322.5,7,250.99,74.5,20.00,69.23,10000,6300,40,10000
2314,70000,250.8,9,250.99,74.5,20.00,71.84,10000,6300,40,10000
2315,70000,376.3,6,250.99,74.5,20.00,69.78,10000,6300,40,10000
2316,70000,376.3,6,250.99,74.5,20.00,68.60,10000,6300,40,10000
2317,70000,376.3,6,250.99,74.5,20.00,67.18,10000,6300,40,10000
2318,70000,376.3,6,250.99,74.5,20.00,67.12,10000,6300,40,10000
2319,70000,376.3,6,250.99,74.5,20.00,68.35,10000,6300,40,10000
2320,70000,376.3,6,250.99,74.5,20.00,73.16,10000,6300,40,10000
2321,70000,376.3,6,250.99,74.5,20.00,76.03,10000,6300,40,10000
2322,70000,282.2,8,250.99,74.5,20.00,83.15,10000,6300,40,10000
2323,70000,282.2,8,250.99,74.5,20.00,86.31,10000,6300,40,10000
2324,70000,282.2,8,250.99,74.5,20.00,90.80,10000,6300,40,10000
2325,70000,225.8,10,250.99,74.5,20.00,87.01,10000,6300,40,10000
2326,70000,225.8,10,250.99,74.5,20.00,85.99,10000,6300,40,10000
2327,70000,225.8,10,250.99,74.5,20.00,84.20,10000,6300,40,10000
2328,70000,225.8,10,250.99,74.5,20.00,82.86,10000,6300,40,10000
2329,70000,225.8,10,250.99,74.5,20.00,80.21,10000,6300,40,10000
2330,70000,282.2,8,250.99,74.5,20.00,79.93,10000,6300,40,10000
2331,70000,451.6,5,250.99,74.5,20.00,80.60,10000,6300,40,10000
2332,70000,376.3,6,250.99,74.5,20.00,85.23,10000,6300,40,10000
2333,70000,282.2,8,250.99,74.5,20.00,92.59,10000,6300,40,10000
2334,70000,250.8,9,250.99,74.5,20.00,102.88,10000,6300,40,10000
2335,70000,250.8,9,250.99,74.5,20.00,116.38,10000,6300,40,10000
2336,70000,250.8,9,250.99,74.5,20.00,122.00,10000,6300,40,10000
2337,70000,282.2,8,250.99,74.5,20.00,129.84,10000,6300,40,10000
2338,70000,250.8,9,250.99,74.5,20.00,135.20,10000,6300,40,10000
2339,70000,250.8,9,250.99,74.5,20.00,133.42,10000,6300,40,10000
2340,70000,225.8,10,250.99,74.5,20.00,134.48,10000,6300,40,10000
2341,70000,564.5,4,250.99,74.5,20.00,138.51,10000,6300,40,10000
2342,70000,282.2,8,250.99,74.5,20.00,143.39,10000,6300,40,10000
2343,70000,282.2,8,250.99,74.5,20.00,150.36,10000,6300,40,10000
2344,70000,282.2,8,250.99,74.5,20.00,138.44,10000,6300,40,10000
2345,70000,225.8,10,250.99,74.5,20.00,130.43,10000,6300,40,10000
2346,70000,225.8,10,250.99,74.5,20.00,116.18,10000,6300,40,10000
2347,70000,225.8,10,250.99,74.5,20.00,111.87,10000,6300,40,10000
2348,70000,225.8,10,250.99,74.5,20.00,105.12,10000,6300,40,10000
2349,70000,225.8,10,250.99,74.5,20.00,102.86,10000,6300,40,10000
2350,70000,282.2,8,250.99,74.5,20.00,100.00,10000,6300,40,10000
2351,70000,451.6,5,250.99,74.5,20.00,98.01,10000,6300,40,10000
2352,70000,376.3,6,250.99,74.5,20.00,102.08,10000,6300,40,10000
2353,70000,282.2,8,250.99,74.5,20.00,104.60,10000,6300,40,10000
2354,70000,250.8,9,250.99,74.5,20.00,121.56,10000,6300,40,10000
2355,70000,250.8,9,250.99,74.5,20.00,103.31,10000,6300,40,10000
2356,70000,250.8,9,250.99,74.5,20.00,136.00,10000,6300,40,10000
2357,70000,282.2,8,250.99,74.5,20.00,87.92,10000,6300,40,10000
2358,70000,250.8,9,250.99,74.5,20.00,66.03,10000,6300,40,10000
2359,70000,250.8,9,250.99,74.5,20.00,155.97,10000,6300,40,10000
2360,70000,225.8,10,250.99,74.5,20.00,158.66,10000,6300,40,10000
2361,70000,225.8,10,250.99,74.5,20.00,131.24,10000,6300,40,10000
2362,70000,225.8,10,250.99,74.5,20.00,116.73,10000,6300,40,10000
2363,70000,282.2,8,250.99,74.5,20.00,95.89,10000,6300,40,10000
2364,70000,282.2,8,250.99,74.5,20.00,151.73,10000,6300,40,10000
2365,70000,282.2,8,250.99,74.5,20.00,127.56,10000,6300,40,10000
2366,70000,225.8,10,250.99,74.5,20.00,96.94,10000,6300,40,10000
2367,70000,225.8,10,250.99,74.5,20.00,82.80,10000,6300,40,10000
2368,70000,225.8,10,250.99,74.5,20.00,44.18,10000,6300,40,10000
2369,70000,225.8,10,250.99,74.5,20.00,22.00,10000,6300,40,10000
2370,70000,225.8,10,250.99,74.5,20.00,18.97,10000,6300,40,10000
2371,70000,282.2,8,250.99,74.5,20.00,69.32,10000,6300,40,10000
2372,70000,451.6,5,250.99,74.5,20.00,107.54,10000,6300,40,10000
2373,70000,376.3,6,250.99,74.5,20.00,97.31,10000,6300,40,10000
2374,70000,282.2,8,250.99,74.5,20.00,71.69,10000,6300,40,10000
2375,70000,250.8,9,250.99,74.5,20.00,60.80,10000,6300,40,10000
2376,70000,250.8,9,250.99,74.5,20.00,11.05,10000,6300,40,10000
2377,70000,250.8,9,250.99,74.5,20.00,23.02,10000,6300,40,10000
2378,70000,282.2,8,250.99,74.5,20.00,85.48,10000,6300,40,10000
2379,70000,250.8,9,250.99,74.5,20.00,91.55,10000,6300,40,10000
2380,70000,250.8,9,250.99,74.5,20.00,78.87,10000,6300,40,10000
2381,70000,225.8,10,250.99,74.5,20.00,37.70,10000,6300,40,10000
2382,70000,225.8,10,250.99,74.5,20.00,57.27,10000,6300,40,10000
2383,70000,225.8,10,250.99,74.5,20.00,68.54,10000,6300,40,10000
2384,70000,282.2,8,250.99,74.5,20.00,80.06,10000,6300,40,10000
2385,70000,282.2,8,250.99,74.5,20.00,97.19,10000,6300,40,10000
2386,70000,282.2,8,250.99,74.5,20.00,103.32,10000,6300,40,10000
2387,70000,225.8,10,250.99,74.5,20.00,111.20,10000,6300,40,10000
2388,70000,225.8,10,250.99,74.5,20.00,104.01,10000,6300,40,10000
2389,70000,225.8,10,250.99,74.5,20.00,94.34,10000,6300,40,10000
2390,70000,225.8,10,250.99,74.5,20.00,91.48,10000,6300,40,10000
2391,70000,225.8,10,250.99,74.5,20.00,113.32,10000,6300,40,10000
2392,70000,282.2,8,250.99,74.5,20.00,87.14,10000,6300,40,10000
2393,70000,451.6,5,250.99,74.5,20.00,86.15,10000,6300,40,10000
2394,70000,376.3,6,250.99,74.5,20.00,103.46,10000,6300,40,10000
2395,70000,282.2,8,250.99,74.5,20.00,125.77,10000,6300,40,10000
2396,70000,250.8,9,250.99,74.5,20.00,145.10,10000,6300,40,10000
2397,70000,250.8,9,250.99,74.5,20.00,146.49,10000,6300,40,10000
2398,70000,250.8,9,250.99,74.5,20.00,167.86,10000,6300,40,10000
2399,70000,282.2,8,250.99,74.5,20.00,164.07,10000,6300,40,10000
2400,70000,250.8,9,250.99,74.5,20.00,177.41,10000,6300,40,10000
2401,70000,250.8,9,250.99,74.5,20.00,196.36,10000,6300,40,10000
2402,70000,225.8,10,250.99,74.5,20.00,203.03,10000,6300,40,10000
2403,70000,225.8,10,250.99,74.5,20.00,207.15,10000,6300,40,10000
2404,70000,225.8,10,250.99,74.5,20.00,215.62,10000,6300,40,10000
2405,70000,282.2,8,250.99,74.5,20.00,224.70,10000,6300,40,10000
2406,70000,282.2,8,250.99,74.5,20.00,234.17,10000,6300,40,10000
2407,70000,282.2,8,250.99,74.5,20.00,219.49,10000,6300,40,10000
2408,70000,225.8,10,250.99,74.5,20.00,226.02,10000,6300,40,10000
2409,70000,225.8,10,250.99,74.5,20.00,227.27,10000,6300,40,10000
2410,70000,225.8,10,250.99,74.5,20.00,202.63,10000,6300,40,10000
2411,70000,225.8,10,250.99,74.5,20.00,187.96,10000,6300,40,10000
2412,70000,225.8,10,250.99,74.5,20.00,179.23,10000,6300,40,10000
2413,70000,282.2,8,250.99,74.5,20.00,165.89,10000,6300,40,10000
2414,70000,451.6,5,250.99,74.5,20.00,153.57,10000,6300,40,10000
2415,70000,376.3,6,250.99,74.5,20.00,138.85,10000,6300,40,10000
2416,70000,282.2,8,250.99,74.5,20.00,131.91,10000,6300,40,10000
2417,70000,282.2,8,250.99,74.5,20.00,111.66,10000,6300,40,10000
2418,105000,423.3,8,250.99,74.5,30.00,105.60,10000,9500,60,12000
2419,100000,322.5,10,250.99,74.5,30.00,127.53,10000,9500,60,12000
2420,105000,338.7,10,250.99,74.5,30.00,129.50,10000,9500,60,12000
2421,70000,225.8,10,250.99,74.5,20.00,141.55,10000,6300,40,10000
2422,105000,338.7,10,250.99,74.5,30.00,156.67,10000,9500,60,12000
2423,100000,322.5,10,250.99,74.5,30.00,220.10,10000,9500,60,12000
2424,70000,282.2,8,250.99,74.5,20.00,207.14,10000,6300,40,10000
2425,100000,645.1,5,250.99,74.5,30.00,194.20,10000,9500,60,12000
2426,105000,564.5,6,250.99,74.5,30.00,180.01,10000,9500,60,12000
2427,100000,403.2,8,250.99,74.5,30.00,163.62,10000,9500,60,12000
2428,100000,358.4,9,250.99,74.5,30.00,155.65,10000,9500,60,12000
2429,105000,376.3,9,250.99,74.5,30.00,143.00,10000,9500,60,12000
2430,100000,358.4,9,250.99,74.5,30.00,97.27,10000,9500,60,12000
2431,70000,282.2,8,250.99,74.5,20.00,100.72,10000,6300,40,10000
2432,105000,376.3,9,250.99,74.5,30.00,104.00,10000,9500,60,12000
2433,100000,358.4,9,250.99,74.5,30.00,108.30,10000,9500,60,12000
2434,100000,322.5,10,250.99,74.5,30.00,122.19,10000,9500,60,12000
2435,105000,338.7,10,250.99,74.5,30.00,138.36,10000,9500,60,12000
2436,105000,338.7,10,250.99,74.5,30.00,157.05,10000,9500,60,12000
2437,105000,423.3,8,250.99,74.5,30.00,160.15,10000,9500,60,12000
2438,100000,403.2,8,250.99,74.5,30.00,156.85,10000,9500,60,12000
2439,100000,403.2,8,250.99,74.5,30.00,157.49,10000,9500,60,12000
2440,100000,322.5,10,250.99,74.5,30.00,216.12,10000,9500,60,12000
2441,100000,322.5,10,250.99,74.5,30.00,219.80,10000,9500,60,12000
2442,70000,225.8,10,250.99,74.5,20.00,213.04,10000,6300,40,10000
2443,100000,322.5,10,250.99,74.5,30.00,190.78,10000,9500,60,12000
2444,100000,322.5,10,250.99,74.5,30.00,164.55,10000,9500,60,12000
2445,70000,282.2,8,250.99,74.5,20.00,150.42,10000,6300,40,10000
2446,100000,645.1,5,250.99,74.5,30.00,132.03,10000,9500,60,12000
2447,100000,537.6,6,250.99,74.5,30.00,131.05,10000,9500,60,12000
2448,105000,423.3,8,250.99,74.5,30.00,137.57,10000,9500,60,12000
