ID,Household Income,Household wealth score,Household size,Rainfall for the month,Average temperature for the month,Travel time,Shortest distance,Amount spent on water in a month,Volume of water consumed in a month in liters,Volume of water consumed in lpcd,Willingness to pay
5792,90000,483.8,6,250.99,74.5,30.00,454.25,12000,8200,50,10000
5793,70000,451.6,5,250.99,74.5,20.00,457.77,10000,6300,40,10000
5794,70000,451.6,5,250.99,74.5,20.00,464.67,10000,6300,40,10000
5795,70000,451.6,5,250.99,74.5,20.00,477.80,10000,6300,40,10000
5796,70000,451.6,5,250.99,74.5,20.00,463.90,10000,6300,40,10000
5797,90000,483.8,6,250.99,74.5,30.00,436.73,12000,8200,50,10000
5798,90000,483.8,6,250.99,74.5,30.00,427.99,12000,8200,50,10000
5799,70000,451.6,5,250.99,74.5,20.00,419.66,10000,6300,40,10000
5800,90000,483.8,6,250.99,74.5,30.00,418.08,12000,8200,50,10000
5801,90000,483.8,6,250.99,74.5,30.00,411.26,12000,8200,50,10000
5802,90000,483.8,6,250.99,74.5,30.00,427.06,12000,8200,50,10000
5803,70000,451.6,5,250.99,74.5,20.00,417.73,10000,6300,40,10000
5804,70000,451.6,5,250.99,74.5,20.00,445.59,10000,6300,40,10000
5805,90000,483.8,6,250.99,74.5,30.00,421.37,12000,8200,50,10000
5806,90000,483.8,6,250.99,74.5,30.00,421.34,12000,8200,50,10000
5807,90000,483.8,6,250.99,74.5,30.00,378.08,12000,8200,50,10000
5808,90000,483.8,6,250.99,74.5,30.00,388.87,12000,8200,50,10000
5809,70000,451.6,5,250.99,74.5,20.00,389.90,10000,6300,40,10000
5810,90000,483.8,6,250.99,74.5,30.00,404.21,12000,8200,50,10000
5811,70000,451.6,5,250.99,74.5,20.00,435.61,10000,6300,40,10000
5812,90000,483.8,6,250.99,74.5,30.00,443.91,12000,8200,50,10000
5813,90000,483.8,6,250.99,74.5,30.00,450.69,12000,8200,50,10000
5814,90000,483.8,6,250.99,74.5,30.00,463.28,12000,8200,50,10000
5815,90000,483.8,6,250.99,74.5,30.00,450.00,12000,8200,50,10000
5816,90000,483.8,6,250.99,74.5,30.00,432.38,12000,8200,50,10000
5817,90000,483.8,6,250.99,74.5,30.00,413.89,12000,8200,50,10000
5818,70000,451.6,5,250.99,74.5,20.00,303.21,10000,6300,40,10000
5819,90000,483.8,6,250.99,74.5,30.00,328.64,12000,8200,50,10000
5820,90000,483.8,6,250.99,74.5,30.00,368.09,12000,8200,50,10000
5821,70000,451.6,5,250.99,74.5,20.00,375.41,10000,6300,40,10000
5822,90000,483.8,6,250.99,74.5,30.00,367.35,12000,8200,50,10000
5823,90000,483.8,6,250.99,74.5,30.00,336.42,12000,8200,50,10000
5824,70000,451.6,5,250.99,74.5,20.00,312.07,10000,6300,40,10000
5825,70000,451.6,5,250.99,74.5,20.00,300.76,10000,6300,40,10000
5826,70000,451.6,5,250.99,74.5,20.00,323.49,10000,6300,40,10000
5827,70000,451.6,5,250.99,74.5,20.00,356.45,10000,6300,40,10000
5828,90000,483.8,6,250.99,74.5,30.00,323.88,12000,8200,50,10000
5829,90000,483.8,6,250.99,74.5,30.00,296.65,12000,8200,50,10000
5830,70000,451.6,5,250.99,74.5,20.00,334.84,10000,6300,40,10000
5831,70000,451.6,5,250.99,74.5,20.00,319.80,10000,6300,40,10000
5832,90000,483.8,6,250.99,74.5,30.00,334.51,12000,8200,50,10000
5833,70000,451.6,5,250.99,74.5,20.00,327.02,10000,6300,40,10000
5834,70000,451.6,5,250.99,74.5,20.00,336.10,10000,6300,40,10000
5835,90000,483.8,6,250.99,74.5,30.00,357.69,12000,8200,50,10000
5836,70000,451.6,5,250.99,74.5,20.00,373.65,10000,6300,40,10000
5837,70000,451.6,5,250.99,74.5,20.00,378.60,10000,6300,40,10000
5838,70000,451.6,5,250.99,74.5,20.00,363.45,10000,6300,40,10000
5839,70000,451.6,5,250.99,74.5,20.00,351.59,10000,6300,40,10000
5840,70000,451.6,5,250.99,74.5,20.00,331.49,10000,6300,40,10000
5841,90000,483.8,6,250.99,74.5,30.00,328.78,12000,8200,50,10000
5842,70000,451.6,5,250.99,74.5,20.00,347.57,10000,6300,40,10000
5843,70000,451.6,5,250.99,74.5,20.00,381.01,10000,6300,40,10000
5844,90000,483.8,6,250.99,74.5,30.00,388.60,12000,8200,50,10000
5845,70000,451.6,5,250.99,74.5,20.00,396.23,10000,6300,40,10000
5846,70000,451.6,5,250.99,74.5,20.00,368.65,10000,6300,40,10000
5847,90000,483.8,6,250.99,74.5,30.00,341.74,12000,8200,50,10000
